engine,entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
BO,14,4.0,-27.01,0,-27.01,0.0,0.0,-6.7525,0.0,-6.7525,0.0,-9.98,0.0,4.0
PB,12,3.0,-8.77,0,-8.77,0.0,0.0,-2.9233333333333333,0.0,-2.9233333333333333,0.0,-3.72,0.0,3.0
BO,16,1.0,-7.93,0,-7.93,0.0,0.0,-7.93,0.0,-7.93,0.0,-7.93,0.0,1.0
PB,5,2.0,-7.92,0,-7.92,0.0,0.0,-3.96,0.0,-3.96,0.0,-4.47,0.0,2.0
PB,6,3.0,-6.32,1.01,-7.33,33.33333333333333,0.1377899045020464,-2.106666666666667,1.01,-3.665,1.01,-3.68,1.0,2.0
PB,1,4.0,-6.15,8.45,-14.6,25.0,0.5787671232876712,-1.5375,8.45,-4.866666666666666,8.45,-6.24,1.0,3.0
PB,0,6.0,-5.43,9.74,-15.17,16.666666666666664,0.6420566908371786,-0.9049999999999999,9.74,-3.034,9.74,-4.91,1.0,5.0
BO,9,1.0,-5.09,0,-5.09,0.0,0.0,-5.09,0.0,-5.09,0.0,-5.09,0.0,1.0
BO,4,1.0,-4.86,0,-4.86,0.0,0.0,-4.86,0.0,-4.86,0.0,-4.86,0.0,1.0
PB,11,3.0,-4.74,0.78,-5.52,33.33333333333333,0.14130434782608697,-1.58,0.78,-2.76,0.78,-2.94,1.0,2.0
PB,7,2.0,-4.51,0,-4.51,0.0,0.0,-2.255,0.0,-2.255,0.0,-2.48,0.0,2.0
RV,9,1.0,-4.31,0,-4.31,0.0,0.0,-4.31,0.0,-4.31,0.0,-4.31,0.0,1.0
PB,22,1.0,-3.99,0,-3.99,0.0,0.0,-3.99,0.0,-3.99,0.0,-3.99,0.0,1.0
BO,10,2.0,-3.83,3.21,-7.04,50.0,0.45596590909090906,-1.915,3.21,-7.04,3.21,-7.04,1.0,1.0
BO,18,1.0,-3.26,0,-3.26,0.0,0.0,-3.26,0.0,-3.26,0.0,-3.26,0.0,1.0
RV,20,1.0,-2.7,0,-2.7,0.0,0.0,-2.7,0.0,-2.7,0.0,-2.7,0.0,1.0
PB,16,2.0,-2.65,0.22,-2.87,50.0,0.07665505226480836,-1.325,0.22,-2.87,0.22,-2.87,1.0,1.0
BO,20,2.0,-2.13,7.11,-9.24,50.0,0.7694805194805195,-1.065,7.11,-9.24,7.11,-9.24,1.0,1.0
BO,15,1.0,-0.81,0,-0.81,0.0,0.0,-0.81,0.0,-0.81,0.0,-0.81,0.0,1.0
PB,4,3.0,0.4099999999999997,8.57,-8.16,66.66666666666666,1.0502450980392157,0.13666666666666658,4.285,-8.16,7.01,-8.16,2.0,1.0
BO,6,2.0,0.5300000000000002,5.82,-5.29,50.0,1.1001890359168243,0.2650000000000001,5.82,-5.29,5.82,-5.29,1.0,1.0
PB,14,2.0,0.5700000000000003,7.92,-7.35,50.0,1.0775510204081633,0.28500000000000014,7.92,-7.35,7.92,-7.35,1.0,1.0
RV,7,1.0,0.74,0.74,0,100.0,0.0,0.74,0.74,0.0,0.74,0.0,1.0,0.0
PB,23,2.0,0.8600000000000012,8.13,-7.27,50.0,1.1182943603851445,0.4300000000000006,8.13,-7.27,8.13,-7.27,1.0,1.0
PB,18,1.0,1.54,1.54,0,100.0,0.0,1.54,1.54,0.0,1.54,0.0,1.0,0.0
RV,17,2.0,1.92,6.79,-4.87,50.0,1.3942505133470227,0.96,6.79,-4.87,6.79,-4.87,1.0,1.0
PB,17,3.0,2.1799999999999997,4.9,-2.72,66.66666666666666,1.8014705882352942,0.7266666666666666,2.45,-2.72,2.84,-2.72,2.0,1.0
BO,22,1.0,2.22,2.22,0,100.0,0.0,2.22,2.22,0.0,2.22,0.0,1.0,0.0
PB,15,2.0,3.09,4.96,-1.87,50.0,2.6524064171122994,1.545,4.96,-1.87,4.96,-1.87,1.0,1.0
RV,10,1.0,3.4,3.4,0,100.0,0.0,3.4,3.4,0.0,3.4,0.0,1.0,0.0
PB,9,3.0,3.5500000000000003,3.5500000000000003,0,100.0,0.0,1.1833333333333333,1.1833333333333333,0.0,1.75,0.0,3.0,0.0
RV,19,1.0,3.68,3.68,0,100.0,0.0,3.68,3.68,0.0,3.68,0.0,1.0,0.0
BO,11,1.0,3.76,3.76,0,100.0,0.0,3.76,3.76,0.0,3.76,0.0,1.0,0.0
BO,23,1.0,4.33,4.33,0,100.0,0.0,4.33,4.33,0.0,4.33,0.0,1.0,0.0
PB,10,1.0,4.74,4.74,0,100.0,0.0,4.74,4.74,0.0,4.74,0.0,1.0,0.0
PB,8,3.0,5.32,8.45,-3.13,66.66666666666666,2.6996805111821085,1.7733333333333334,4.225,-3.13,6.05,-3.13,2.0,1.0
PB,13,1.0,5.66,5.66,0,100.0,0.0,5.66,5.66,0.0,5.66,0.0,1.0,0.0
PB,19,2.0,7.23,7.23,0,100.0,0.0,3.615,3.615,0.0,3.73,0.0,2.0,0.0
PB,3,2.0,7.449999999999999,7.449999999999999,0,100.0,0.0,3.7249999999999996,3.7249999999999996,0.0,4.67,0.0,2.0,0.0
BO,21,1.0,8.88,8.88,0,100.0,0.0,8.88,8.88,0.0,8.88,0.0,1.0,0.0
BO,2,1.0,9.77,9.77,0,100.0,0.0,9.77,9.77,0.0,9.77,0.0,1.0,0.0
PB,21,4.0,10.59,10.59,0,100.0,0.0,2.6475,2.6475,0.0,7.62,0.0,4.0,0.0
BO,0,1.0,14.89,14.89,0,100.0,0.0,14.89,14.89,0.0,14.89,0.0,1.0,0.0
